102.8667839,934.7457114
120.1885171,1093.36197
137.5102503,1253.770807
154.8319834,1412.387066
172.1537166,1587.136532
189.4754498,1761.885997
206.797183,1927.67257
224.1189162,2113.177507
241.4406494,2295.097287
258.7623825,2469.846752
276.0841157,2653.559111
293.4058489,2840.856626
310.7275821,3020.983827
328.0493153,3208.281343
345.3710484,3408.126908
362.6927816,3597.217002
380.0145148,3788.099674
397.336248,3987.945239
414.6579812,4185.998226
431.9797144,4373.295742
449.3014475,4582.104199
466.6231807,4790.912657
483.9449139,4990.758223
501.2666471,5195.981523
518.5883803,5401.204824
535.9101134,5615.391018
553.2318466,5809.858847
570.5535798,6027.630198
587.875313,6243.60897
605.1970462,6450.62485
622.5187794,6677.359093
635.1164035,6839.323414
656.5717321,6945.027535
673.8666237,7137.646242
691.1615154,7330.264949
708.456407,7522.883657
725.7512987,7715.502364
743.0461904,7908.121071
760.341082,8100.739778
777.6359737,8293.358485
794.9308653,8485.977193
812.225757,8678.5959
829.5206486,8871.214607
846.8155403,9063.833314
864.1104319,9256.452022
881.4053236,9449.070729
898.7002152,9641.689436
915.9951069,9834.308143
933.2899985,10026.92685
950.5848902,10219.54556
967.8797818,10412.16426
985.1746735,10604.78297
1002.469565,10797.40168
1019.764457,10990.02039
1037.059348,11182.63909
1054.35424,11375.2578
