"Time, min.","VTAS, fps",Mach No.,"Altitude, ft","Climb Rate, Feet per Minute",Total Aircraft CD,Total Aircraft CL,Profile Drag,Induced Drag,Wave Drag,Wing Profile Drag,Fuselage Profile Drag,Fuselage Skin Friction,Reynolds Number,"Weight, Lbs","HEx Drag, lbs","FC Power Available, Watts","FC Power Required, Watts","Thrust Available, Lb","Thrust Required, Lb","Thrust Commanded, Lb","Thrust Power Commanded, Watts","Motor Power Commanded, Watts","Fuel Cell Power Commanded, Watts",TSFC lb/lbf-hr
121,748.442203630972,0.773,37000,0,0.029329060460306,0.538843844920941,0,0,0,0,0,0,16834828.8030744,187652.925867842,655.485054479477,23201213.0933202,15811088.8475257,15776.7475819819,10871.0735214729,10871.0735214729,11031290.7473204,14399587.4784156,15811088.8475257,4.8245936546464e-05
122,748.442203630972,0.773,37000,0,0.0293253239207233,0.538753496787154,0,0,0,0,0,0,16834828.8030744,187621.463128147,655.08999882356,23201213.0933202,15808658.4942391,15776.7475819819,10869.3769938275,10869.3769938275,11029569.2163529,14397224.6484363,15808658.4942391,4.82437029464512e-05
123,748.442203630972,0.773,37000,0,0.0293215891237397,0.538663166935113,0,0,0,0,0,0,16834828.8030744,187590.006752568,654.695127652108,23201213.0933202,15806229.2747381,15776.7475819819,10867.6812576303,10867.6812576303,11027848.4884979,14394862.9207424,15806229.2747381,4.82414706409029e-05
124,748.442203630972,0.773,37000,0,0.0293178560667768,0.538572855354511,0,0,0,0,0,0,16834828.8030744,187558.556737519,654.300440692253,23201213.0933202,15803801.1873453,15776.7475819819,10865.9863117102,10865.9863117102,11026128.5625671,14392502.2937029,15803801.1873453,4.82392396279043e-05
125,748.442203630972,0.773,37000,0,0.0293141247472592,0.538482562035058,0,0,0,0,0,0,16834828.8030744,187527.113079421,653.905937671449,23201213.0933202,15801374.2303852,15776.7475819819,10864.2921548978,10864.2921548978,11024409.4373738,14390142.765689,15801374.2303852,4.82370099055432e-05
126,748.442203630972,0.773,37000,0,0.0293103951626147,0.538392286966479,0,0,0,0,0,0,16834828.8030744,187495.675774702,653.511618317482,23201213.0933202,15798948.4021845,15776.7475819819,10862.598786025,10862.598786025,11022691.1117326,14387784.3350736,15798948.4021845,4.82347814719103e-05
127,748.442203630972,0.773,37000,0,0.0293066673102741,0.538302030138513,0,0,0,0,0,0,16834828.8030744,187464.244819792,653.117482358461,23201213.0933202,15796523.7010716,15776.7475819819,10860.9062039248,10860.9062039248,11020973.5844596,14385427.0002319,15796523.7010716,4.82325543250989e-05
128,748.442203630972,0.773,37000,0,0.0293029411876714,0.538211791540917,0,0,0,0,0,0,16834828.8030744,187432.820211128,652.72352952282,23201213.0933202,15794100.1253772,15776.7475819819,10859.2144074321,10859.2144074321,11019256.8543722,14383070.7595408,15794100.1253772,4.82303284632054e-05
129,748.442203630972,0.773,37000,0,0.0292992167922436,0.538121571163461,0,0,0,0,0,0,16834828.8030744,187401.401945154,652.329759539322,23201213.0933202,15791677.6734338,15776.7475819819,10857.5233953828,10857.5233953828,11017540.9202894,14380715.6113792,15791677.6734338,4.82281038843286e-05
130,748.442203630972,0.773,37000,0,0.0292954941214307,0.538031368995931,0,0,0,0,0,0,16834828.8030744,187369.990018316,651.936172137052,23201213.0933202,15789256.343576,15776.7475819819,10855.8331666144,10855.8331666144,11015825.7810313,14378361.5541278,15789256.343576,4.82258805865703e-05
131,748.442203630972,0.773,37000,0,0.0292917731726758,0.537941185028127,0,0,0,0,0,0,16834828.8030744,187338.584427068,651.54276704542,23201213.0933202,15786836.1341404,15776.7475819819,10854.1437199657,10854.1437199657,11014111.4354198,14376008.5861696,15786836.1341404,4.8223658568035e-05
132,748.442203630972,0.773,37000,0,0.0292880539434252,0.537851019249868,0,0,0,0,0,0,16834828.8030744,187307.185167868,651.149543994157,23201213.0933202,15784417.0434655,15776.7475819819,10852.4550542769,10852.4550542769,11012397.8822779,14373656.7058893,15784417.0434655,4.82214378268298e-05
133,748.442203630972,0.773,37000,0,0.029284336431128,0.537760871650984,0,0,0,0,0,0,16834828.8030744,187275.792237179,650.756502713323,23201213.0933202,15781999.0698919,15776.7475819819,10850.7671683896,10850.7671683896,11010685.1204303,14371305.9116734,15781999.0698919,4.82192183610646e-05
134,748.442203630972,0.773,37000,0,0.0292806206332365,0.537670742221322,0,0,0,0,0,0,16834828.8030744,187244.405631471,650.363642933295,23201213.0933202,15779582.211762,15776.7475819819,10849.0800611469,10849.0800611469,11008973.1487027,14368956.2019105,15779582.211762,4.82170001688523e-05
135,748.442203630972,0.773,37000,0,0.0292769065472061,0.537580630950743,0,0,0,0,0,0,16834828.8030744,187213.025347217,649.970964384778,23201213.0933202,15777166.4674204,15776.7475819819,10847.3937313929,10847.3937313929,11007261.9659226,14366607.5749912,15777166.4674204,4.82147832483081e-05
136,748.442203630972,0.773,37000,0,0.0292731941704951,0.537490537829126,0,0,0,0,0,0,16834828.8030744,187181.651380897,649.578466798793,23201213.0933202,15774751.8352137,15776.7475819819,10845.7081779736,10845.7081779736,11005551.5709186,14364260.0293078,15774751.8352137,4.82125675975503e-05
137,748.442203630972,0.773,37000,0,0.029269483500565,0.537400462846362,0,0,0,0,0,0,16834828.8030744,187150.283728994,649.186149906686,23201213.0933202,15772338.3134901,15776.7475819819,10844.0233997361,10844.0233997361,11003841.9625211,14361913.5632548,15772338.3134901,4.82103532146997e-05
138,748.442203630972,0.773,37000,0,0.0292657745348801,0.537310405992358,0,0,0,0,0,0,16834828.8030744,187118.922388,648.794013440123,23201213.0933202,15769925.9006002,15776.7475819819,10842.3393955288,10842.3393955288,11002133.1395613,14359568.1752283,15769925.9006002,4.82081400978798e-05
139,748.442203630972,0.773,37000,0,0.0292620672709079,0.537220367257036,0,0,0,0,0,0,16834828.8030744,187087.567354409,648.402057131089,23201213.0933202,15767514.5948963,15776.7475819819,10840.6561642016,10840.6561642016,11000425.1008723,14357223.8636265,15767514.5948963,4.8205928245217e-05
140,748.442203630972,0.773,37000,0,0.0292583617061189,0.537130346630335,0,0,0,0,0,0,16834828.8030744,187056.218624722,648.010280711891,23201213.0933202,15765104.3947329,15776.7475819819,10838.9737046058,10838.9737046058,10998717.8452885,14354880.6268496,15765104.3947329,4.82037176548403e-05
141,748.442203630972,0.773,37000,0,0.0292546578379866,0.537040344102205,0,0,0,0,0,0,16834828.8030744,187024.876195443,647.618683915155,23201213.0933202,15762695.2984662,15776.7475819819,10837.292015594,10837.292015594,10997011.3716454,14352538.4632995,15762695.2984662,4.82015083248813e-05
142,748.442203630972,0.773,37000,0,0.0292509556639875,0.536950359662615,0,0,0,0,0,0,16834828.8030744,186993.540063084,647.227266473825,23201213.0933202,15760287.3044545,15776.7475819819,10835.6110960201,10835.6110960201,10995305.6787803,14350197.3713801,15760287.3044545,4.81993002534745e-05
143,748.442203630972,0.773,37000,0,0.0292472551816011,0.536860393301547,0,0,0,0,0,0,16834828.8030744,186962.210224161,646.836028121163,23201213.0933202,15757880.4110582,15776.7475819819,10833.9309447396,10833.9309447396,10993600.7655316,14347857.3494972,15757880.4110582,4.8197093438757e-05
144,748.442203630972,0.773,37000,0,0.02924355638831,0.536770445008999,0,0,0,0,0,0,16834828.8030744,186930.886675195,646.444968590751,23201213.0933202,15755474.6166392,15776.7475819819,10832.2515606092,10832.2515606092,10991896.6307391,14345518.3960585,15755474.6166392,4.81948878788684e-05
145,748.442203630972,0.773,37000,0,0.0292398592815996,0.536680514774981,0,0,0,0,0,0,16834828.8030744,186899.569412712,646.054087616487,23201213.0933202,15753069.9195619,15776.7475819819,10830.5729424869,10830.5729424869,10990193.2732442,14343180.5094737,15753069.9195619,4.81926835719514e-05
146,748.442203630972,0.773,37000,0,0.0292361638589584,0.536590602589521,0,0,0,0,0,0,16834828.8030744,186868.258433243,645.663384932586,23201213.0933202,15750666.3181923,15776.7475819819,10828.8950892321,10828.8950892321,10988490.6918894,14340843.6881541,15750666.3181923,4.8190480516151e-05
147,748.442203630972,0.773,37000,0,0.029232470117878,0.536500708442662,0,0,0,0,0,0,16834828.8030744,186836.953733326,645.272860273579,23201213.0933202,15748263.8108985,15776.7475819819,10827.2179997058,10827.2179997058,10986788.8855187,14338507.9305132,15748263.8108985,4.81882787096151e-05
148,748.442203630972,0.773,37000,0,0.0292287780558529,0.53641083232446,0,0,0,0,0,0,16834828.8030744,186805.655309502,644.882513374315,23201213.0933202,15745862.3960504,15776.7475819819,10825.5416727699,10825.5416727699,10985087.8529776,14336173.2349663,15745862.3960504,4.8186078150494e-05
149,748.442203630972,0.773,37000,0,0.0292250876703805,0.536320974224987,0,0,0,0,0,0,16834828.8030744,186774.363158318,644.492343969956,23201213.0933202,15743462.0720199,15776.7475819819,10823.8661072881,10823.8661072881,10983387.5931128,14333839.5999305,15743462.0720199,4.81838788369411e-05
150,748.442203630972,0.773,37000,0,0.0292213989589613,0.536231134134329,0,0,0,0,0,0,16834828.8030744,186743.077276327,644.102351795983,23201213.0933202,15741062.837181,15776.7475819819,10822.1913021252,10822.1913021252,10981688.1047724,14331507.0238249,15741062.837181,4.8181680767112e-05
151,748.442203630972,0.773,37000,0,0.0292177119190986,0.536141312042588,0,0,0,0,0,0,16834828.8030744,186711.797660086,643.712536588186,23201213.0933202,15738664.6899094,15776.7475819819,10820.5172561474,10820.5172561474,10979989.386806,14329175.5050703,15738664.6899094,4.81794839391653e-05
152,748.442203630972,0.773,37000,0,0.0292140265482989,0.536051507939879,0,0,0,0,0,0,16834828.8030744,186680.524306157,643.322898082673,23201213.0933202,15736267.6285828,15776.7475819819,10818.8439682223,10818.8439682223,10978291.4380643,14326845.0420896,15736267.6285828,4.8177288351262e-05
153,748.442203630972,0.773,37000,0,0.0292103428440714,0.535961721816334,0,0,0,0,0,0,16834828.8030744,186649.257211108,642.933436015868,23201213.0933202,15733871.6515809,15776.7475819819,10817.1714372187,10817.1714372187,10976594.2573997,14324515.6333074,15733871.6515809,4.8175094001566e-05
154,748.442203630972,0.773,37000,0,0.0292066608039286,0.535871953662099,0,0,0,0,0,0,16834828.8030744,186617.996371511,642.544150124502,23201213.0933202,15731476.7572853,15776.7475819819,10815.4996620069,10815.4996620069,10974897.8436657,14322187.2771503,15731476.7572853,4.81729008882435e-05
155,748.442203630972,0.773,37000,0,0.0292029804253857,0.535782203467332,0,0,0,0,0,0,16834828.8030744,186586.741783945,642.155040145622,23201213.0933202,15729082.9440794,15776.7475819819,10813.8286414586,10813.8286414586,10973202.1957173,14319859.9720467,15729082.9440794,4.81707090094638e-05
156,748.442203630972,0.773,37000,0,0.0291993017059608,0.535692471222211,0,0,0,0,0,0,16834828.8030744,186555.493444993,641.766105816588,23201213.0933202,15726690.2103487,15776.7475819819,10812.1583744465,10812.1583744465,10971507.3124108,14317533.7164269,15726690.2103487,4.81685183633984e-05
157,748.442203630972,0.773,37000,0,0.0291956246431752,0.535602756916923,0,0,0,0,0,0,16834828.8030744,186524.251351242,641.377346875073,23201213.0933202,15724298.5544806,15776.7475819819,10810.4888598451,10810.4888598451,10969813.1926038,14315208.5087229,15724298.5544806,4.81663289482215e-05
158,748.442203630972,0.773,37000,0,0.0291919492345529,0.535513060541674,0,0,0,0,0,0,16834828.8030744,186493.015499286,640.988763059056,23201213.0933202,15721907.9748642,15776.7475819819,10808.8200965298,10808.8200965298,10968119.8351555,14312884.3473689,15721907.9748642,4.81641407621103e-05
159,748.442203630972,0.773,37000,0,0.0291882754776209,0.535423382086682,0,0,0,0,0,0,16834828.8030744,186461.785885723,640.600354106832,23201213.0933202,15719518.4698907,15776.7475819819,10807.1520833776,10807.1520833776,10966427.2389261,14310561.2308006,15719518.4698907,4.81619538032441e-05
160,748.442203630972,0.773,37000,0,0.0291846033699093,0.535333721542182,0,0,0,0,0,0,16834828.8030744,186430.562507156,640.212119757004,23201213.0933202,15717130.0379531,15776.7475819819,10805.4848192669,10805.4848192669,10964735.4027774,14308239.1574558,15717130.0379531,4.81597680698052e-05
161,748.442203630972,0.773,37000,0,0.0291809329089509,0.535244078898421,0,0,0,0,0,0,16834828.8030744,186399.345360194,639.824059748486,23201213.0933202,15714742.6774466,15776.7475819819,10803.8183030771,10803.8183030771,10963044.3255726,14305918.125774,15714742.6774466,4.81575835599782e-05
162,748.442203630972,0.773,37000,0,0.0291772640922815,0.535154454145662,0,0,0,0,0,0,16834828.8030744,186368.134441451,639.436173820502,23201213.0933202,15712356.3867679,15776.7475819819,10802.1525336893,10802.1525336893,10961354.006176,14303598.1341967,15712356.3867679,4.81554002719507e-05
163,748.442203630972,0.773,37000,0,0.0291735969174398,0.535064847274182,0,0,0,0,0,0,16834828.8030744,186336.929747544,639.048461712584,23201213.0933202,15709971.1643157,15776.7475819819,10800.4875099856,10800.4875099856,10959664.4434534,14301279.1811671,15709971.1643157,4.81532182039125e-05
164,748.442203630972,0.773,37000,0,0.0291699313819676,0.534975258274274,0,0,0,0,0,0,16834828.8030744,186305.731275098,638.660923164572,23201213.0933202,15707587.0084909,15776.7475819819,10798.8232308497,10798.8232308497,10957975.6362719,14298961.2651303,15707587.0084909,4.81510373540561e-05
165,748.442203630972,0.773,37000,0,0.0291662674834093,0.534885687136243,0,0,0,0,0,0,16834828.8030744,186274.539020741,638.273557916615,23201213.0933202,15705203.9176958,15776.7475819819,10797.1596951664,10797.1596951664,10956287.5835001,14296644.3845332,15705203.9176958,4.81488577205769e-05
166,748.442203630972,0.773,37000,0,0.0291626052193125,0.534796133850411,0,0,0,0,0,0,16834828.8030744,186243.352981107,637.88636570917,23201213.0933202,15702821.8903351,15776.7475819819,10795.4969018219,10795.4969018219,10954600.2840076,14294328.5378247,15702821.8903351,4.81466793016724e-05
167,748.442203630972,0.773,37000,0,0.0291589445872275,0.534706598407113,0,0,0,0,0,0,16834828.8030744,186212.173152835,637.499346283002,23201213.0933202,15700440.924815,15776.7475819819,10793.8348497038,10793.8348497038,10952913.7366656,14292013.7234554,15700440.924815,4.8144502095543e-05
168,748.442203630972,0.773,37000,0,0.0291552855847075,0.534617080796698,0,0,0,0,0,0,16834828.8030744,186180.999532568,637.11249937918,23201213.0933202,15698061.0195437,15776.7475819819,10792.173537701,10792.173537701,10951227.9403467,14289699.9398776,15698061.0195437,4.81423261003917e-05
169,748.442203630972,0.773,37000,0,0.0291516282093088,0.534527581009532,0,0,0,0,0,0,16834828.8030744,186149.832116955,636.725824739081,23201213.0933202,15695682.1729314,15776.7475819819,10790.5129647036,10790.5129647036,10949542.8939246,14287387.1855458,15695682.1729314,4.81401513144239e-05
170,748.442203630972,0.773,37000,0,0.0291479724585903,0.534438099035991,0,0,0,0,0,0,16834828.8030744,186118.67090265,636.339322104389,23201213.0933202,15693304.3833901,15776.7475819819,10788.853129603,10788.853129603,10947858.5962744,14285075.4589159,15693304.3833901,4.81379777358475e-05
171,748.442203630972,0.773,37000,0,0.029144318330114,0.534348634866471,0,0,0,0,0,0,16834828.8030744,186087.515886312,635.952991217091,23201213.0933202,15690927.6493335,15776.7475819819,10787.1940312921,10787.1940312921,10946175.0462727,14282764.758446,15690927.6493335,4.81358053628734e-05
172,748.442203630972,0.773,37000,0,0.0291406658214448,0.534259188491377,0,0,0,0,0,0,16834828.8030744,186056.367064604,635.566831819481,23201213.0933202,15688551.9691776,15776.7475819819,10785.5356686649,10785.5356686649,10944492.2427972,14280455.0825957,15688551.9691776,4.81336341937146e-05
173,748.442203630972,0.773,37000,0,0.0291370149301502,0.534169759901132,0,0,0,0,0,0,16834828.8030744,186025.224434196,635.180843654155,23201213.0933202,15686177.3413398,15776.7475819819,10783.8780406169,10783.8780406169,10942810.184727,14278146.4298268,15686177.3413398,4.81314642265868e-05
174,748.442203630972,0.773,37000,0,0.029133365653801,0.534080349086171,0,0,0,0,0,0,16834828.8030744,185994.087991761,634.795026464017,23201213.0933202,15683803.7642396,15776.7475819819,10782.2211460448,10782.2211460448,10941128.8709426,14275838.7986025,15683803.7642396,4.81292954597083e-05
175,748.442203630972,0.773,37000,0,0.0291297179899704,0.533990956036946,0,0,0,0,0,0,16834828.8030744,185962.957733978,634.409379992271,23201213.0933202,15681431.2362984,15776.7475819819,10780.5649838465,10780.5649838465,10939448.3003257,14273532.187388,15681431.2362984,4.81271278913e-05
176,748.442203630972,0.773,37000,0,0.0291260719362348,0.533901580743921,0,0,0,0,0,0,16834828.8030744,185931.833657531,634.023903982426,23201213.0933202,15679059.7559394,15776.7475819819,10778.9095529214,10778.9095529214,10937768.4717595,14271226.5946505,15679059.7559394,4.81249615195851e-05
177,748.442203630972,0.773,37000,0,0.0291224274901733,0.533812223197574,0,0,0,0,0,0,16834828.8030744,185900.715759107,633.638598178292,23201213.0933202,15676689.3215877,15776.7475819819,10777.2548521701,10777.2548521701,10936089.3841283,14268922.0188586,15676689.3215877,4.81227963427897e-05
178,748.442203630972,0.773,37000,0,0.029118784649368,0.533722883388399,0,0,0,0,0,0,16834828.8030744,185869.604035402,633.253462323984,23201213.0933202,15674319.9316702,15776.7475819819,10775.6008804944,10775.6008804944,10934411.0363179,14266618.4584831,15674319.9316702,4.81206323591421e-05
179,748.442203630972,0.773,37000,0,0.0291151434114037,0.533633561306904,0,0,0,0,0,0,16834828.8030744,185838.498483114,632.868496163916,23201213.0933202,15671951.5846157,15776.7475819819,10773.9476367977,10773.9476367977,10932733.4272152,14264315.9119963,15671951.5846157,4.81184695668733e-05
180,748.442203630972,0.773,37000,0,0.0291115037738681,0.533544256943609,0,0,0,0,0,0,16834828.8030744,185807.399098945,632.483699442805,23201213.0933202,15669584.2788548,15776.7475819819,10772.2951199843,10772.2951199843,10931056.5557088,14262014.3778726,15669584.2788548,4.81163079642168e-05
181,748.442203630972,0.773,37000,0,0.0291078657343518,0.533454970289052,0,0,0,0,0,0,16834828.8030744,185776.305879605,632.09907190567,23201213.0933202,15667218.01282,15776.7475819819,10770.6433289601,10770.6433289601,10929380.4206881,14259713.8545879,15667218.01282,4.81141475494087e-05
182,748.442203630972,0.773,37000,0,0.0291042292904481,0.533365701333781,0,0,0,0,0,0,16834828.8030744,185745.218821807,631.714613297826,23201213.0933202,15664852.7849456,15776.7475819819,10768.9922626321,10768.9922626321,10927705.0210441,14257414.3406201,15664852.7849456,4.81119883206873e-05
183,748.442203630972,0.773,37000,0,0.0291005944397533,0.533276450068361,0,0,0,0,0,0,16834828.8030744,185714.13792227,631.330323364895,23201213.0933202,15662488.5936678,15776.7475819819,10767.3419199087,10767.3419199087,10926030.3556692,14255115.8344487,15662488.5936678,4.81098302762939e-05
184,748.442203630972,0.773,37000,0,0.0290969611798664,0.53318721648337,0,0,0,0,0,0,16834828.8030744,185683.063177716,630.946201852791,23201213.0933202,15660125.4374247,15776.7475819819,10765.6922996996,10765.6922996996,10924356.4234569,14252818.3345553,15660125.4374247,4.81076734144718e-05
185,748.442203630972,0.773,37000,0,0.0290933295083893,0.533098000569401,0,0,0,0,0,0,16834828.8030744,185651.994584873,630.562248507733,23201213.0933202,15657763.314656,15776.7475819819,10764.0434009156,10764.0434009156,10922683.2233021,14250521.839423,15657763.314656,4.81055177334673e-05
186,748.442203630972,0.773,37000,0,0.0290896994229266,0.53300880231706,0,0,0,0,0,0,16834828.8030744,185620.932140476,630.178463076237,23201213.0933202,15655402.2238034,15776.7475819819,10762.395222469,10762.395222469,10921010.7541009,14248226.3475368,15655402.2238034,4.81033632315287e-05
187,748.442203630972,0.773,37000,0,0.029086070921086,0.532919621716968,0,0,0,0,0,0,16834828.8030744,185589.875841261,629.794845305115,23201213.0933202,15653042.1633106,15776.7475819819,10760.7477632732,10760.7477632732,10919339.0147509,14245931.8573834,15653042.1633106,4.81012099069073e-05
188,748.442203630972,0.773,37000,0,0.0290824440004777,0.532830458759758,0,0,0,0,0,0,16834828.8030744,185558.825683971,629.411394941479,23201213.0933202,15650683.1316228,15776.7475819819,10759.1010222431,10759.1010222431,10917668.0041508,14243638.3674515,15650683.1316228,4.80990577578564e-05
189,748.442203630972,0.773,37000,0,0.0290788186587148,0.532741313436081,0,0,0,0,0,0,16834828.8030744,185527.781665355,629.02811173274,23201213.0933202,15648325.1271872,15776.7475819819,10757.4549982946,10757.4549982946,10915997.7212007,14241345.8762313,15648325.1271872,4.80969067826322e-05
190,748.442203630972,0.773,37000,0,0.0290751948934134,0.532652185736598,0,0,0,0,0,0,16834828.8030744,185496.743782164,628.644995426603,23201213.0933202,15645968.1484528,15776.7475819819,10755.8096903451,10755.8096903451,10914328.1648019,14239054.3822149,15645968.1484528,4.8094756979493e-05
191,748.442203630972,0.773,37000,0,0.0290715727021922,0.532563075651986,0,0,0,0,0,0,16834828.8030744,185465.712031157,628.262045771071,23201213.0933202,15643612.1938705,15776.7475819819,10754.1650973132,10754.1650973132,10912659.333857,14236763.8838962,15643612.1938705,4.80926083467001e-05
192,748.442203630972,0.773,37000,0,0.0290679520826726,0.532473983172936,0,0,0,0,0,0,16834828.8030744,185434.686409095,627.879262514443,23201213.0933202,15641257.2618929,15776.7475819819,10752.5212181187,10752.5212181187,10910991.2272701,14234474.3797709,15641257.2618929,4.80904608825166e-05
193,748.442203630972,0.773,37000,0,0.0290643330324791,0.532384908290152,0,0,0,0,0,0,16834828.8030744,185403.666912746,627.496645405314,23201213.0933202,15638903.3509745,15776.7475819819,10750.8780516828,10750.8780516828,10909323.8439464,14232185.8683363,15638903.3509745,4.80883145852087e-05
194,748.442203630972,0.773,37000,0,0.0290607155492387,0.532295850994353,0,0,0,0,0,0,16834828.8030744,185372.653538882,627.114194192573,23201213.0933202,15636550.4595716,15776.7475819819,10749.2355969279,10749.2355969279,10907657.1827924,14229898.3480916,15636550.4595716,4.80861694530446e-05
195,748.442203630972,0.773,37000,0,0.0290570996305814,0.532206811276271,0,0,0,0,0,0,16834828.8030744,185341.646284279,626.731908625404,23201213.0933202,15634198.5861421,15776.7475819819,10747.5938527775,10747.5938527775,10905991.2427158,14227611.8175378,15634198.5861421,4.80840254842953e-05
196,748.442203630972,0.773,37000,0,0.0290534852741399,0.532117789126652,0,0,0,0,0,0,16834828.8030744,185310.64514572,626.349788453288,23201213.0933202,15631847.7291462,15776.7475819819,10745.9528181567,10745.9528181567,10904326.0226257,14225326.2751776,15631847.7291462,4.8081882677234e-05
197,748.442203630972,0.773,37000,0,0.0290498724775496,0.532028784536257,0,0,0,0,0,0,16834828.8030744,185279.65011999,625.967833425996,23201213.0933202,15629497.8870454,15776.7475819819,10744.3124919917,10744.3124919917,10902661.5214326,14223041.7195153,15629497.8870454,4.80797410301365e-05
198,748.442203630972,0.773,37000,0,0.0290462612384488,0.53193979749586,0,0,0,0,0,0,16834828.8030744,185248.661203882,625.586043293597,23201213.0933202,15627149.0583033,15776.7475819819,10742.6728732098,10742.6728732098,10900997.7380479,14220758.1490572,15627149.0583033,4.80776005412811e-05
199,748.442203630972,0.773,37000,0,0.0290426515544785,0.531850827996248,0,0,0,0,0,0,16834828.8030744,185217.67839419,625.204417806448,23201213.0933202,15624801.2413851,15776.7475819819,10741.0339607397,10741.0339607397,10899334.6713848,14218475.5623113,15624801.2413851,4.80754612089483e-05
200,748.442203630972,0.773,37000,0,0.0290390434232824,0.531761876028223,0,0,0,0,0,0,16834828.8030744,185186.701687717,624.822956715204,23201213.0933202,15622454.4347581,15776.7475819819,10739.3957535115,10739.3957535115,10897672.3203573,14216193.9577873,15622454.4347581,4.80733230314212e-05
201,748.442203630972,0.773,37000,0,0.0290354368425071,0.531672941582601,0,0,0,0,0,0,16834828.8030744,185155.731081268,624.441659770806,23201213.0933202,15620108.6368911,15776.7475819819,10737.7582504564,10737.7582504564,10896010.6838808,14213913.3339965,15620108.6368911,4.80711860069854e-05
202,748.442203630972,0.773,37000,0,0.0290318318098019,0.531584024650211,0,0,0,0,0,0,16834828.8030744,185124.766571653,624.060526724495,23201213.0933202,15617763.8462548,15776.7475819819,10736.1214505067,10736.1214505067,10894349.7608722,14211633.6894522,15617763.8462548,4.80690501339289e-05
203,748.442203630972,0.773,37000,0,0.0290282283228188,0.531495125221896,0,0,0,0,0,0,16834828.8030744,185093.808155688,623.679557327797,23201213.0933202,15615420.0613217,15776.7475819819,10734.4853525962,10734.4853525962,10892689.5502495,14209355.0226694,15615420.0613217,4.80669154105419e-05
204,748.442203630972,0.773,37000,0,0.0290246263792127,0.531406243288512,0,0,0,0,0,0,16834828.8030744,185062.855830192,623.29875133253,23201213.0933202,15613077.2805662,15776.7475819819,10732.84995566,10732.84995566,10891030.0509318,14207077.3321647,15613077.2805662,4.80647818351175e-05
205,748.442203630972,0.773,37000,0,0.0290210259766409,0.531317378840931,0,0,0,0,0,0,16834828.8030744,185031.909591992,622.918108490804,23201213.0933202,15610735.5024642,15776.7475819819,10731.2152586341,10731.2152586341,10889371.2618397,14204800.6164565,15610735.5024642,4.80626494059507e-05
206,748.442203630972,0.773,37000,0,0.029017427112764,0.531228531870036,0,0,0,0,0,0,16834828.8030744,185000.969437916,622.537628555019,23201213.0933202,15608394.7254936,15776.7475819819,10729.581260456,10729.581260456,10887713.1818951,14202524.8740649,15608394.7254936,4.80605181213392e-05
207,748.442203630972,0.773,37000,0,0.0290138297852448,0.531139702366725,0,0,0,0,0,0,16834828.8030744,184970.035364798,622.157311277865,23201213.0933202,15606054.948134,15776.7475819819,10727.9479600645,10727.9479600645,10886055.8100209,14200250.1035119,15606054.948134,4.80583879795831e-05
208,748.442203630972,0.773,37000,0,0.0290102339917491,0.53105089032191,0,0,0,0,0,0,16834828.8030744,184939.107369479,621.77715641232,23201213.0933202,15603716.168867,15776.7475819819,10726.3153563994,10726.3153563994,10884399.1451415,14197976.303321,15603716.168867,4.80562589789848e-05
209,748.442203630972,0.773,37000,0,0.0290066397299453,0.530962095726516,0,0,0,0,0,0,16834828.8030744,184908.185448801,621.397163711651,23201213.0933202,15601378.3861756,15776.7475819819,10724.683448402,10724.683448402,10882743.1861824,14195703.4720176,15601378.3861756,4.80541311178492e-05
210,748.442203630972,0.773,37000,0,0.0290030469975048,0.530873318571481,0,0,0,0,0,0,16834828.8030744,184877.269599614,621.017332929417,23201213.0933202,15599041.5985448,15776.7475819819,10723.0522350146,10723.0522350146,10881087.9320706,14193431.6081287,15599041.5985448,4.80520043944836e-05
211,748.442203630972,0.773,37000,0,0.0289994557921013,0.530784558847759,0,0,0,0,0,0,16834828.8030744,184846.359818771,620.637663819459,23201213.0933202,15596705.8044613,15776.7475819819,10721.421715181,10721.421715181,10879433.381734,14191160.7101831,15596705.8044613,4.80498788071977e-05
212,748.442203630972,0.773,37000,0,0.0289958661114116,0.530695816546315,0,0,0,0,0,0,16834828.8030744,184815.456103129,620.25815613591,23201213.0933202,15594371.0024137,15776.7475819819,10719.7918878459,10719.7918878459,10877779.5341019,14188890.7767112,15594371.0024137,4.80477543543034e-05
213,748.442203630972,0.773,37000,0,0.0289922779531151,0.530607091658128,0,0,0,0,0,0,16834828.8030744,184784.558449553,619.878809633188,23201213.0933202,15592037.1908922,15776.7475819819,10718.1627519556,10718.1627519556,10876126.3881051,14186621.8062454,15592037.1908922,4.80456310341153e-05
214,748.442203630972,0.773,37000,0,0.0289886913148936,0.530518384174192,0,0,0,0,0,0,16834828.8030744,184753.666854908,619.499624066001,23201213.0933202,15589704.3683888,15776.7475819819,10716.5343064573,10716.5343064573,10874473.9426753,14184353.7973194,15589704.3683888,4.80435088449501e-05
215,748.442203630972,0.773,37000,0,0.0289851061944322,0.530429694085514,0,0,0,0,0,0,16834828.8030744,184722.781316068,619.120599189341,23201213.0933202,15587372.5333974,15776.7475819819,10714.9065502996,10714.9065502996,10872822.1967456,14182086.7484691,15587372.5333974,4.80413877851271e-05
