"Time, min.","VTAS, fps",Mach No.,"Altitude, ft","Climb Rate, Feet per Minute",Total Aircraft CD,Total Aircraft CL,Profile Drag,Induced Drag,Wave Drag,Wing Profile Drag,Fuselage Profile Drag,Fuselage Skin Friction,Reynolds Number,"Weight, Lbs","HEx Drag, lbs","FC Power Available, Watts","FC Power Required, Watts","Thrust Available, Lb","Thrust Required, Lb","Thrust Commanded, Lb","Thrust Power Commanded, Watts","Motor Power Commanded, Watts","Fuel Cell Power Commanded, Watts",TSFC lb/lbf-hr
26,687.941182134895,0.706698035198091,34896.2206205826,697.537636752356,0.0307966861592982,0.592613377916602,0,0,0,0,0,0,16753369.6813291,190748.664880769,3682.35336697249,23269240.3656094,18625380.8006742,16822.5786307665,13598.1085785239,16822.5786307665,15690598.329092,21650526.7116823,23269240.3656094,5.73406936301507e-05
27,708.00114658191,0.729611259006405,35593.7582573349,601.943043934273,0.0301923409473503,0.574611129595306,0,0,0,0,0,0,16887703.4411528,190690.787781125,3741.98871352775,23249102.3068293,19287850.8997328,16467.5885361424,13764.6778483312,16467.5885361424,15807369.2278649,21630948.1552349,23249102.3068293,5.85767810068357e-05
28,725.311977459322,0.749110827604397,36195.7013012692,510.760600922173,0.0298314221421762,0.560844890611143,0,0,0,0,0,0,16957578.2865907,190632.910681477,3792.54803221839,23230760.0951443,19895880.7303796,16173.4753295983,13935.419054408,16173.4753295983,15904639.4836631,21613115.5512701,23230760.0951443,5.96419945502318e-05
29,740.000560491398,0.764281370671999,36706.4619021914,425.439727954028,0.0297115180258978,0.552023933244682,0,0,0,0,0,0,16881446.5449568,190575.033581825,3834.99357776428,23212065.1535023,20447118.0619718,15922.0444550716,14095.4058913216,15922.0444550716,15974471.9248059,21594940.0173611,23212065.1535023,6.05838232811407e-05
30,748.442203630972,0.773,37000,0,0.0296767014767944,0.54714289834653,0,0,0,0,0,0,16834828.8030744,190541.943329702,958.748394441071,23201213.0933202,16418989.5708688,15776.7475819819,11295.4235073398,11295.4235073398,11461894.7776835,14990598.6953548,16418989.5708688,4.88254558742124e-05
31,748.442203630972,0.773,37000,0,0.0296726701900366,0.547047895889425,0,0,0,0,0,0,16834828.8030744,190509.624497229,760.957317748771,23201213.0933202,16133633.3379579,15776.7475819819,11096.2282954361,11096.2282954361,11259763.8387616,14713170.6088304,16133633.3379579,4.85432701594672e-05
32,748.442203630972,0.773,37000,0,0.0296687340886634,0.546955108186132,0,0,0,0,0,0,16834828.8030744,190477.519276591,706.741096383357,23201213.0933202,16054002.1330557,15776.7475819819,11040.6410928268,11040.6410928268,11203357.3953131,14635751.8239723,16054002.1330557,4.84652119494696e-05
33,748.442203630972,0.773,37000,0,0.0296648251809613,0.546862933764639,0,0,0,0,0,0,16834828.8030744,190445.477289927,691.611575683788,23201213.0933202,16030377.9796932,15776.7475819819,11024.1500626955,11024.1500626955,11186623.3213744,14612784.0282587,16030377.9796932,4.84421119114634e-05
34,748.442203630972,0.773,37000,0,0.0296609251411125,0.546770940888539,0,0,0,0,0,0,16834828.8030744,190413.457707701,687.123107654885,23201213.0933202,16022002.044756,15776.7475819819,11018.3031739919,11018.3031739919,11180690.2615777,14604640.8046858,16022002.044756,4.84339281051593e-05
35,748.442203630972,0.773,37000,0,0.029657028993163,0.546679012335812,0,0,0,0,0,0,16834828.8030744,190381.449420506,685.531722956295,23201213.0933202,16017778.2558585,15776.7475819819,11015.3547242037,11015.3547242037,11177698.3577145,14600534.3667092,16017778.2558585,4.84298024532814e-05
36,748.442203630972,0.773,37000,0,0.0296531353818424,0.546587116211237,0,0,0,0,0,0,16834828.8030744,190349.449401586,684.729224719167,23201213.0933202,16014685.8485238,15776.7475819819,11013.1960444089,11013.1960444089,11175507.863427,14597527.876748,16014685.8485238,4.84267824277762e-05
37,748.442203630972,0.773,37000,0,0.0296492439362632,0.546495243824963,0,0,0,0,0,0,16834828.8030744,190317.45682379,684.141683178903,23201213.0933202,16011902.4571069,15776.7475819819,11011.2530756591,11011.2530756591,11173536.259321,14594821.8172133,16011902.4571069,4.84240645695894e-05
38,748.442203630972,0.773,37000,0,0.0296453545533494,0.546403392802236,0,0,0,0,0,0,16834828.8030744,190285.471458682,683.612853078827,23201213.0933202,16009204.2017142,15776.7475819819,11009.3695367952,11009.3695367952,11171624.960975,14592198.5283406,16009204.2017142,4.84214301904862e-05
39,748.442203630972,0.773,37000,0,0.0296414672029007,0.54631156248721,0,0,0,0,0,0,16834828.8030744,190253.493240799,683.100198386899,23201213.0933202,16006530.1324694,15776.7475819819,11007.5028812664,11007.5028812664,11169730.7947895,14589598.753644,16006530.1324694,4.84188197624818e-05
40,748.442203630972,0.773,37000,0,0.029637581874551,0.546219752691943,0,0,0,0,0,0,16834828.8030744,190221.522149048,682.592138939087,23201213.0933202,16003863.6550865,15776.7475819819,11005.6415252977,11005.6415252977,11167842.0062689,14587006.3598822,16003863.6550865,4.84162170801866e-05
41,748.442203630972,0.773,37000,0,0.0296336985633338,0.546127963355871,0,0,0,0,0,0,16834828.8030744,190189.558174414,682.085521906118,23201213.0933202,16001200.2505157,15776.7475819819,11003.7823143302,11003.7823143302,11165955.3943623,14584416.9535595,16001200.2505157,4.84136177306278e-05
42,748.442203630972,0.773,37000,0,0.0296298172657552,0.54603619445312,0,0,0,0,0,0,16834828.8030744,190157.60131118,681.579488691689,23201213.0933202,15998538.6870351,15776.7475819819,11001.9243885506,11001.9243885506,11164070.0865846,14581829.3371754,15998538.6870351,4.84110205107488e-05
43,748.442203630972,0.773,37000,0,0.0296259379787246,0.54594444596727,0,0,0,0,0,0,16834828.8030744,190125.651554529,681.073805274971,23201213.0933202,15995878.6278572,15776.7475819819,11000.0675128615,11000.0675128615,11162185.8443736,14579243.1832995,15995878.6278572,4.84084250912411e-05
44,748.442203630972,0.773,37000,0,0.029622060699264,0.545852717884492,0,0,0,0,0,0,16834828.8030744,190093.708899892,680.568407668043,23201213.0933202,15993219.9798303,15776.7475819819,10998.2116222377,10998.2116222377,11160302.6017457,14576658.4013681,15993219.9798303,4.84058313806353e-05
45,748.442203630972,0.773,37000,0,0.0296181854244286,0.545761010191673,0,0,0,0,0,0,16834828.8030744,190061.773342777,680.063278172583,23201213.0933202,15990562.7161316,15776.7475819819,10996.3566979554,10996.3566979554,11158420.3397012,14574074.9653036,15990562.7161316,4.8403239352205e-05
46,748.442203630972,0.773,37000,0,0.0296143121512858,0.545669322875911,0,0,0,0,0,0,16834828.8030744,190029.844878714,679.558411692371,23201213.0933202,15987906.8279971,15776.7475819819,10994.5027338966,10994.5027338966,11156539.052032,14571492.8665856,15987906.8279971,4.84006489968497e-05
47,748.442203630972,0.773,37000,0,0.0296104408769087,0.545577655924376,0,0,0,0,0,0,16834828.8030744,189997.923503245,679.053806562302,23201213.0933202,15985252.311581,15776.7475819819,10992.649727377,10992.649727377,11154658.736014,14568912.1014751,15985252.311581,4.83980603102699e-05
48,748.442203630972,0.773,37000,0,0.0296065715983748,0.545486009324268,0,0,0,0,0,0,16834828.8030744,189966.009211922,678.549462051707,23201213.0933202,15982599.1643784,15776.7475819819,10990.7976766479,10990.7976766479,11152779.389873,14566332.6675368,15982599.1643784,4.83954732894754e-05
49,748.442203630972,0.773,37000,0,0.0296027043127657,0.545394383062816,0,0,0,0,0,0,16834828.8030744,189934.102000301,678.045377684665,23201213.0933202,15979947.3842514,15776.7475819819,10988.9465802168,10988.9465802168,11150901.0120943,14563754.5626921,15979947.3842514,4.83928879318356e-05
50,748.442203630972,0.773,37000,0,0.0295988390171668,0.545302777127262,0,0,0,0,0,0,16834828.8030744,189902.201863948,677.541553054963,23201213.0933202,15977296.9691637,15776.7475819819,10987.0964366624,10987.0964366624,11149023.6012358,14561177.7849614,15977296.9691637,4.83903042348204e-05
51,748.442203630972,0.773,37000,0,0.029594975708667,0.545211191504875,0,0,0,0,0,0,16834828.8030744,189870.308798432,677.037987775726,23201213.0933202,15974647.9171085,15776.7475819819,10985.2472445838,10985.2472445838,11147147.1558759,14558602.3323937,15974647.9171085,4.838772219593e-05
52,748.442203630972,0.773,37000,0,0.0295911143843593,0.545119626182937,0,0,0,0,0,0,16834828.8030744,189838.422799333,676.534681465696,23201213.0933202,15972000.2260892,15776.7475819819,10983.3990025873,10983.3990025873,11145271.6746003,14556028.2030477,15972000.2260892,4.83851418126757e-05
53,748.442203630972,0.773,37000,0,0.0295872550413404,0.545028081148752,0,0,0,0,0,0,16834828.8030744,189806.543862234,676.031633745504,23201213.0933202,15969353.8941137,15776.7475819819,10981.5517092821,10981.5517092821,11143397.1559978,14553455.3949867,15969353.8941137,4.83825630825745e-05
54,748.442203630972,0.773,37000,0,0.0295833976767105,0.544936556389644,0,0,0,0,0,0,16834828.8030744,189774.671982726,675.528844236651,23201213.0933202,15966708.9191928,15776.7475819819,10979.7053632799,10979.7053632799,11141523.5986596,14550883.9062769,15966708.9191928,4.8379986003148e-05
55,748.442203630972,0.773,37000,0,0.0295795422875737,0.544845051892954,0,0,0,0,0,0,16834828.8030744,189742.807156407,675.026312561228,23201213.0933202,15964065.2993402,15776.7475819819,10977.859963194,10977.859963194,11139651.0011786,14548313.7349871,15964065.2993402,4.83774105719217e-05
56,748.442203630972,0.773,37000,0,0.0295756888710381,0.544753567646043,0,0,0,0,0,0,16834828.8030744,189710.949378883,674.524038341842,23201213.0933202,15961423.0325723,15776.7475819819,10976.0155076397,10976.0155076397,11137779.3621496,14545744.8791887,15961423.0325723,4.8374836786425e-05
57,748.442203630972,0.773,37000,0,0.029571837424215,0.544662103636292,0,0,0,0,0,0,16834828.8030744,189679.098645762,674.022021201598,23201213.0933202,15958782.1169078,15776.7475819819,10974.171995234,10974.171995234,11135908.6801692,14543177.3369557,15958782.1169078,4.83722646441913e-05
58,748.442203630972,0.773,37000,0,0.0295679879442199,0.5445706598511,0,0,0,0,0,0,16834828.8030744,189647.254952664,673.520260764083,23201213.0933202,15956142.5503682,15776.7475819819,10972.3294245958,10972.3294245958,11134038.9538361,14540611.1063643,15956142.5503682,4.83696941427575e-05
59,748.442203630972,0.773,37000,0,0.0295641404281717,0.544479236277884,0,0,0,0,0,0,16834828.8030744,189615.418295213,673.018756653377,23201213.0933202,15953504.3309774,15776.7475819819,10970.4877943457,10970.4877943457,11132170.1817504,14538046.1854934,15953504.3309774,4.83671252796649e-05
60,748.442203630972,0.773,37000,0,0.0295602948731932,0.544387832904082,0,0,0,0,0,0,16834828.8030744,189583.588669038,672.517508494038,23201213.0933202,15950867.4567619,15776.7475819819,10968.6471031059,10968.6471031059,11130302.3625142,14535482.5724244,15950867.4567619,4.83645580524582e-05
61,748.442203630972,0.773,37000,0,0.0295564512764108,0.54429644971715,0,0,0,0,0,0,16834828.8030744,189551.766069778,672.016515911112,23201213.0933202,15948231.9257507,15776.7475819819,10966.8073495008,10966.8073495008,11128435.4947314,14532920.2652411,15948231.9257507,4.83619924586861e-05
62,748.442203630972,0.773,37000,0,0.0295526096349546,0.544205086704563,0,0,0,0,0,0,16834828.8030744,189519.950493077,671.515778530125,23201213.0933202,15945597.7359755,15776.7475819819,10964.9685321562,10964.9685321562,11126569.5770077,14530359.2620297,15945597.7359755,4.83594284959011e-05
63,748.442203630972,0.773,37000,0,0.0295487699459585,0.544113743853814,0,0,0,0,0,0,16834828.8030744,189488.141934584,671.015295977088,23201213.0933202,15942964.8854703,15776.7475819819,10963.1306496998,10963.1306496998,11124704.6079505,14527799.5608789,15942964.8854703,4.83568661616595e-05
64,748.442203630972,0.773,37000,0,0.02954493220656,0.544022421152415,0,0,0,0,0,0,16834828.8030744,189456.340389958,670.515067878494,23201213.0933202,15940333.3722718,15776.7475819819,10961.293700761,10961.293700761,11122840.5861691,14525241.15988,15940333.3722718,4.83543054535214e-05
65,748.442203630972,0.773,37000,0,0.0295410964139002,0.543931118587899,0,0,0,0,0,0,16834828.8030744,189424.545854861,670.01509386131,23201213.0933202,15937703.1944191,15776.7475819819,10959.4576839712,10959.4576839712,11120977.5102746,14522684.0571265,15937703.1944191,4.83517463690507e-05
66,748.442203630972,0.773,37000,0,0.0295372625651241,0.543839836147816,0,0,0,0,0,0,16834828.8030744,189392.758324964,669.515373552988,23201213.0933202,15935074.349954,15776.7475819819,10957.6225979632,10957.6225979632,11119115.3788797,14520128.2507146,15935074.349954,4.83491889058151e-05
67,748.442203630972,0.773,37000,0,0.0295334306573802,0.543748573819733,0,0,0,0,0,0,16834828.8030744,189360.977795944,669.01590658146,23201213.0933202,15932446.8369205,15776.7475819819,10955.7884413719,10955.7884413719,11117254.1905991,14517573.7387429,15932446.8369205,4.83466330613861e-05
68,748.442203630972,0.773,37000,0,0.0295296006878206,0.54365733159124,0,0,0,0,0,0,16834828.8030744,189329.204263483,668.516692575132,23201213.0933202,15929820.6533655,15776.7475819819,10953.9552128336,10953.9552128336,11115393.9440492,14515020.5193122,15929820.6533655,4.8344078833339e-05
69,748.442203630972,0.773,37000,0,0.0295257726536012,0.543566109449942,0,0,0,0,0,0,16834828.8030744,189297.437723272,668.01773116289,23201213.0933202,15927195.7973381,15776.7475819819,10952.1229109867,10952.1229109867,11113534.6378482,14512468.5905261,15927195.7973381,4.83415262192528e-05
70,748.442203630972,0.773,37000,0,0.0295219465518816,0.543474907383464,0,0,0,0,0,0,16834828.8030744,189265.678171006,667.519021974096,23201213.0933202,15924572.2668901,15776.7475819819,10950.2915344712,10950.2915344712,11111676.270616,14509917.9504903,15924572.2668901,4.83389752167104e-05
71,748.442203630972,0.773,37000,0,0.0295181223798249,0.54338372537945,0,0,0,0,0,0,16834828.8030744,189233.925602388,667.020564638588,23201213.0933202,15921950.0600757,15776.7475819819,10948.4610819287,10948.4610819287,11109818.8409744,14507368.5973131,15921950.0600757,4.83364258232983e-05
72,748.442203630972,0.773,37000,0,0.0295143001345978,0.543292563425562,0,0,0,0,0,0,16834828.8030744,189202.180013127,666.522358786677,23201213.0933202,15919329.1749516,15776.7475819819,10946.6315520027,10946.6315520027,11107962.3475467,14504820.5291053,15919329.1749516,4.83338780366068e-05
73,748.442203630972,0.773,37000,0,0.0295104798133708,0.543201421509481,0,0,0,0,0,0,16834828.8030744,189170.441398939,666.024404049151,23201213.0933202,15916709.6095771,15776.7475819819,10944.8029433385,10944.8029433385,11106106.7889584,14502273.74398,15916709.6095771,4.833133185423e-05
74,748.442203630972,0.773,37000,0,0.0295066614133179,0.543110299618906,0,0,0,0,0,0,16834828.8030744,189138.709755546,665.52670005727,23201213.0933202,15914091.3620138,15776.7475819819,10942.9752545831,10942.9752545831,11104252.1638363,14499728.2400528,15914091.3620138,4.83287872737656e-05
75,748.442203630972,0.773,37000,0,0.0295028449316169,0.543019197741555,0,0,0,0,0,0,16834828.8030744,189106.985078676,665.029246442768,23201213.0933202,15911474.4303259,15776.7475819819,10941.148484385,10941.148484385,11102398.4708092,14497184.0154416,15911474.4303259,4.83262442928152e-05
76,748.442203630972,0.773,37000,0,0.0294990303654489,0.542928115865165,0,0,0,0,0,0,16834828.8030744,189075.267364064,664.532042837848,23201213.0933202,15908858.81258,15776.7475819819,10939.3226313948,10939.3226313948,11100545.7085078,14494641.0682667,15908858.81258,4.8323702908984e-05
77,748.442203630972,0.773,37000,0,0.0294952177119989,0.54283705397749,0,0,0,0,0,0,16834828.8030744,189043.548453931,664.035088875187,23201213.0933202,15906244.5068454,15776.7475819819,10937.4976942645,10937.4976942645,11098693.8755642,14492099.3966511,15906244.5068454,4.83335875340403e-05
78,748.442203630972,0.773,37000,0,0.0294914059887689,0.542745988657463,0,0,0,0,0,0,16834828.8030744,189011.817916192,670.550395825528,23201213.0933202,15913676.0490801,15776.7475819819,10942.6853420517,10942.6853420517,11103957.9785915,14499324.4658954,15913676.0490801,4.83283836755795e-05
79,748.442203630972,0.773,37000,0,0.0294875939411726,0.542654889954457,0,0,0,0,0,0,16834828.8030744,188980.105562554,664.950339114483,23201213.0933202,15903751.6180401,15776.7475819819,10935.7575131976,10935.7575131976,11096928.0478136,14489675.768598,15903751.6180401,4.83312863017244e-05
80,748.442203630972,0.773,37000,0,0.0294837851488085,0.542563843458194,0,0,0,0,0,0,16834828.8030744,188948.386691586,670.145364207983,23201213.0933202,15909293.2586649,15776.7475819819,10939.6258999762,10939.6258999762,11100853.4466432,14495063.4439927,15909293.2586649,4.83241250028677e-05
81,748.442203630972,0.773,37000,0,0.0294799766427434,0.542472778250607,0,0,0,0,0,0,16834828.8030744,188916.687469773,664.117631404115,23201213.0933202,15898757.9292164,15776.7475819819,10932.271628578,10932.271628578,11093390.7884367,14484820.8210788,15898757.9292164,4.83266773361771e-05
82,748.442203630972,0.773,37000,0,0.0294761715625507,0.542381769455951,0,0,0,0,0,0,16834828.8030744,188884.973589691,669.334015600128,23201213.0933202,15904332.0199896,15776.7475819819,10936.1626674434,10936.1626674434,11097339.1731983,14490240.0450487,15904332.0199896,4.83318220578117e-05
83,748.442203630972,0.773,37000,0,0.0294723657882265,0.54229071857725,0,0,0,0,0,0,16834828.8030744,188853.26129175,670.239664900393,23201213.0933202,15903730.4399197,15776.7475819819,10935.7427296405,10935.7427296405,11096913.0463773,14489655.1788764,15903730.4399197,4.83312667529474e-05
84,748.442203630972,0.773,37000,0,0.0294685612677434,0.542199672240895,0,0,0,0,0,0,16834828.8030744,188821.55435436,670.141923297049,23201213.0933202,15901692.0822107,15776.7475819819,10934.3198376587,10934.3198376587,11095469.1838993,14487673.4535323,15901692.0822107,4.8329385306809e-05
85,748.442203630972,0.773,37000,0,0.0294647584524566,0.542108641294735,0,0,0,0,0,0,16834828.8030744,188789.853654185,669.810741529851,23201213.0933202,15899320.1616525,15776.7475819819,10932.6640994489,10932.6640994489,11093789.0435197,14485367.4328257,15899320.1616525,4.83271961997092e-05
86,748.442203630972,0.773,37000,0,0.0294609574453372,0.542017628255685,0,0,0,0,0,0,16834828.8030744,188758.159392386,669.425364204428,23201213.0933202,15896871.5057033,15776.7475819819,10930.9547954828,10930.9547954828,11092054.5479348,14482986.8086927,15896871.5057033,4.83249365247346e-05
87,748.442203630972,0.773,37000,0,0.0294571582682804,0.541926633701279,0,0,0,0,0,0,16834828.8030744,188726.471612885,669.027519311471,23201213.0933202,15894405.9025393,15776.7475819819,10929.2336613771,10929.2336613771,11090308.0478585,14480589.7081951,15894405.9025393,4.83226614703848e-05
88,748.442203630972,0.773,37000,0,0.0294533609243159,0.541835657757618,0,0,0,0,0,0,16834828.8030744,188694.790323006,668.626920923132,23201213.0933202,15891937.269524,15776.7475819819,10927.5104122594,10927.5104122594,11088559.4015992,14478189.6620255,15891937.269524,4.83203838815919e-05
89,748.442203630972,0.773,37000,0,0.0294495654120858,0.541744700445728,0,0,0,0,0,0,16834828.8030744,188663.115521557,668.225830260302,23201213.0933202,15889468.845282,15776.7475819819,10925.7873088776,10925.7873088776,11086810.9032237,14475789.8188288,15889468.845282,4.83181067467736e-05
90,748.442203630972,0.773,37000,0,0.0294457717292137,0.541653761762189,0,0,0,0,0,0,16834828.8030744,188631.44720537,667.824773517876,23201213.0933202,15887001.3824258,15776.7475819819,10924.0648765988,10924.0648765988,11085063.0858419,14473390.9103074,15887001.3824258,4.83158307600115e-05
91,748.442203630972,0.773,37000,0,0.0294419798730885,0.541562841697903,0,0,0,0,0,0,16834828.8030744,188599.785370819,667.423872976411,23201213.0933202,15884535.054825,15776.7475819819,10922.3432367943,10922.3432367943,11083316.0726138,14470993.1055002,15884535.054825,4.83135560813283e-05
92,748.442203630972,0.773,37000,0,0.0294381898410473,0.541471940242464,0,0,0,0,0,0,16834828.8030744,188568.130014178,667.023156885346,23201213.0933202,15882069.9016194,15776.7475819819,10920.6224167857,10920.6224167857,11081569.8912637,14468596.4424597,15882069.9016194,4.83112827464343e-05
93,748.442203630972,0.773,37000,0,0.0294344016304173,0.541381057385172,0,0,0,0,0,0,16834828.8030744,188536.481131701,666.622631603915,23201213.0933202,15879605.9305854,15776.7475819819,10918.9024220015,10918.9024220015,11079824.5473001,14466200.928746,15879605.9305854,4.83090107621055e-05
94,748.442203630972,0.773,37000,0,0.0294306152385261,0.54129019311527,0,0,0,0,0,0,16834828.8030744,188504.838719642,666.222298395574,23201213.0933202,15877143.1421994,15776.7475819819,10917.1832527743,10917.1832527743,11078080.0410605,14463806.5648224,15877143.1421994,4.83067401283848e-05
95,748.442203630972,0.773,37000,0,0.0294268306627036,0.541199347422004,0,0,0,0,0,0,16834828.8030744,188473.202774257,665.822157337737,23201213.0933202,15874681.5352401,15776.7475819819,10915.4649082514,10915.4649082514,11076336.3716797,14461413.3495016,15874681.5352401,4.83044708437502e-05
96,748.442203630972,0.773,37000,0,0.0294230479002832,0.54110852029463,0,0,0,0,0,0,16834828.8030744,188441.573291811,665.422208231971,23201213.0933202,15872221.1080926,15776.7475819819,10913.7473873057,10913.7473873057,11074593.5380139,14459021.2812135,15872221.1080926,4.83022029063177e-05
97,748.442203630972,0.773,37000,0,0.0294192669486011,0.541017711722418,0,0,0,0,0,0,16834828.8030744,188409.950268572,665.022450815891,23201213.0933202,15869761.8590519,15776.7475819819,10912.0306887468,10912.0306887468,11072851.5388552,14456630.3583004,15869761.8590519,4.82999363141212e-05
98,748.442203630972,0.773,37000,0,0.0294154878049968,0.540926921694655,0,0,0,0,0,0,16834828.8030744,188378.333700813,664.622884812482,23201213.0933202,15867303.7863936,15776.7475819819,10910.3148113713,10910.3148113713,11071110.3729824,14454240.579086,15867303.7863936,4.82976710651777e-05
99,748.442203630972,0.773,37000,0,0.0294117104668132,0.540836150200645,0,0,0,0,0,0,16834828.8030744,188346.723584815,664.223509941585,23201213.0933202,15864846.8883907,15776.7475819819,10908.5997539733,10908.5997539733,11069370.0391719,14451851.941891,15864846.8883907,4.82954071575028e-05
100,748.442203630972,0.773,37000,0,0.0294079349313962,0.540745397229706,0,0,0,0,0,0,16834828.8030744,188315.119916862,663.824325922572,23201213.0933202,15862391.1633167,15776.7475819819,10906.8855153477,10906.8855153477,11067630.5362009,14449464.4450372,15862391.1633167,4.82931445891135e-05
101,748.442203630972,0.773,37000,0,0.0294041611960949,0.540654662771173,0,0,0,0,0,0,16834828.8030744,188283.522693246,663.425332474964,23201213.0933202,15859936.6094472,15776.7475819819,10905.1720942909,10905.1720942909,11065891.8628479,14447078.0868479,15859936.6094472,4.82908833580297e-05
102,748.442203630972,0.773,37000,0,0.0294003892582618,0.540563946814397,0,0,0,0,0,0,16834828.8030744,188251.931910262,663.026529318575,23201213.0933202,15857483.2250598,15776.7475819819,10903.4594896005,10903.4594896005,11064154.0178928,14444692.8656485,15857483.2250598,4.82886234622741e-05
103,748.442203630972,0.773,37000,0,0.0293966191152525,0.540473249348743,0,0,0,0,0,0,16834828.8030744,188220.347564213,662.62791617355,23201213.0933202,15855031.008434,15776.7475819819,10901.7477000754,10901.7477000754,11062417.000117,14442308.7797664,15855031.008434,4.82863648998724e-05
104,748.442203630972,0.773,37000,0,0.0293928507644256,0.540382570363594,0,0,0,0,0,0,16834828.8030744,188188.769651405,662.229492760371,23201213.0933202,15852579.9578515,15776.7475819819,10900.0367245163,10900.0367245163,11060680.8083033,14439925.8275311,15852579.9578515,4.82841076688529e-05
105,748.442203630972,0.773,37000,0,0.0293890842031433,0.540291909848348,0,0,0,0,0,0,16834828.8030744,188157.198168151,661.831258799852,23201213.0933202,15850130.0715962,15776.7475819819,10898.326561725,10898.326561725,11058945.4412359,14437544.0072741,15850130.0715962,4.8281851767247e-05
106,748.442203630972,0.773,37000,0,0.0293853194287705,0.540201267792419,0,0,0,0,0,0,16834828.8030744,188125.63311077,661.433214013149,23201213.0933202,15847681.3479537,15776.7475819819,10896.617210505,10896.617210505,11057210.8977008,14435163.3173287,15847681.3479537,4.8279597193089e-05
107,748.442203630972,0.773,37000,0,0.0293815564386757,0.540110644185236,0,0,0,0,0,0,16834828.8030744,188094.074475584,661.035358121749,23201213.0933202,15845233.7852121,15776.7475819819,10894.9086696612,10894.9086696612,11055477.1764851,14432783.7560304,15845233.7852121,4.82773439444158e-05
108,748.442203630972,0.773,37000,0,0.0293777952302303,0.540020039016245,0,0,0,0,0,0,16834828.8030744,188062.522258924,660.63769084748,23201213.0933202,15842787.3816612,15776.7475819819,10893.2009379998,10893.2009379998,11053744.2763774,14430405.3217167,15842787.3816612,4.82750920192676e-05
109,748.442203630972,0.773,37000,0,0.0293740358008089,0.539929452274907,0,0,0,0,0,0,16834828.8030744,188030.976457124,660.240211912502,23201213.0933202,15840342.1355931,15776.7475819819,10891.4940143286,10891.4940143286,11052012.1961681,14428028.012727,15840342.1355931,4.82728414156869e-05
110,748.442203630972,0.773,37000,0,0.0293702781477894,0.539838883950698,0,0,0,0,0,0,16834828.8030744,187999.437066524,659.842921039309,23201213.0933202,15837898.0453018,15776.7475819819,10889.7878974566,10889.7878974566,11050280.9346486,14425651.8274029,15837898.0453018,4.82705921317197e-05
111,748.442203630972,0.773,37000,0,0.0293665222685528,0.539748334033112,0,0,0,0,0,0,16834828.8030744,187967.90408347,659.445817950733,23201213.0933202,15835455.1090836,15776.7475819819,10888.0825861946,10888.0825861946,11048550.4906121,14423276.7640877,15835455.1090836,4.82683441654143e-05
112,748.442203630972,0.773,37000,0,0.0293627681604832,0.539657802511655,0,0,0,0,0,0,16834828.8030744,187936.377504312,659.048902369937,23201213.0933202,15833013.3252365,15776.7475819819,10886.3780793546,10886.3780793546,11046820.8628531,14420902.821127,15833013.3252365,4.82660975148221e-05
113,748.442203630972,0.773,37000,0,0.0293590158209678,0.539567289375852,0,0,0,0,0,0,16834828.8030744,187904.857325408,658.652174020419,23201213.0933202,15830572.6920608,15776.7475819819,10884.67437575,10884.67437575,11045092.0501675,14418529.9968682,15830572.6920608,4.82638521779974e-05
114,748.442203630972,0.773,37000,0,0.0293552652473971,0.539476794615241,0,0,0,0,0,0,16834828.8030744,187873.343543118,658.255632626008,23201213.0933202,15828133.2078587,15776.7475819819,10882.9714741956,10882.9714741956,11043364.0513527,14416158.2896608,15828133.2078587,4.82616081529971e-05
115,748.442203630972,0.773,37000,0,0.0293515164371646,0.539386318219379,0,0,0,0,0,0,16834828.8030744,187841.836153811,657.859277910866,23201213.0933202,15825694.8709346,15776.7475819819,10881.2693735079,10881.2693735079,11041636.8652077,14413787.6978561,15825694.8709346,4.82593654378811e-05
116,748.442203630972,0.773,37000,0,0.0293477693876671,0.539295860177835,0,0,0,0,0,0,16834828.8030744,187810.335153858,657.463109599487,23201213.0933202,15823257.6795949,15776.7475819819,10879.5680725045,10879.5680725045,11039910.4905328,14411418.2198076,15823257.6795949,4.82571240307122e-05
117,748.442203630972,0.773,37000,0,0.0293440240963043,0.539205420480195,0,0,0,0,0,0,16834828.8030744,187778.840539639,657.067127416696,23201213.0933202,15820821.6321478,15776.7475819819,10877.8675700046,10877.8675700046,11038184.9261296,14409049.8538707,15820821.6321478,4.82548839295558e-05
118,748.442203630972,0.773,37000,0,0.0293402805604791,0.539114999116061,0,0,0,0,0,0,16834828.8030744,187747.352307536,656.671331087648,23201213.0933202,15818386.7269039,15776.7475819819,10876.1678648288,10876.1678648288,11036460.1708015,14406682.5984027,15818386.7269039,4.82526451324802e-05
119,748.442203630972,0.773,37000,0,0.0293365387775977,0.53902459607505,0,0,0,0,0,0,16834828.8030744,187715.870453938,656.275720337831,23201213.0933202,15815952.9621756,15776.7475819819,10874.4689557991,10874.4689557991,11034736.2233529,14404316.451763,15815952.9621756,4.82504076375566e-05
120,748.442203630972,0.773,37000,0,0.0293327987450693,0.538934211346794,0,0,0,0,0,0,16834828.8030744,187684.39497524,655.880294893058,23201213.0933202,15813520.3362774,15776.7475819819,10872.7708417389,10872.7708417389,11033013.0825901,14401951.4123129,15813520.3362774,4.8248171442859e-05
