    258.895       0.250       0.000       0.000
    307.416       0.250       0.000       0.001
    354.772       0.250       0.000       0.001
    400.935       0.250       0.000       0.002
    445.881       0.250       0.000       0.004
    489.587       0.250       0.000       0.005
    532.030       0.250       0.000       0.007
    573.191       0.250       0.000       0.010
    613.053       0.250       0.000       0.012
    651.600       0.250       0.000       0.015
    688.816       0.250       0.000       0.019
    724.689       0.250       0.000       0.023
    759.205       0.250       0.000       0.028
    792.355       0.250       0.000       0.033
    824.128       0.250       0.000       0.038
    854.514       0.250       0.000       0.045
    883.505       0.250       0.000       0.052
    912.408       0.250       0.000       0.059
    940.192       0.250       0.000       0.068
    966.713       0.250       0.000       0.077
    991.964       0.250       0.000       0.087
   1015.938       0.250       0.000       0.098
   1038.627       0.250       0.000       0.110
   1060.025       0.250       0.000       0.122
   1080.124       0.250       0.000       0.136
   1098.918       0.250       0.000       0.151
    260.865       0.400       0.000       0.000
    309.727       0.400       0.000       0.001
    357.412       0.400       0.000       0.001
    403.892       0.400       0.000       0.003
    449.144       0.400       0.000       0.004
    493.144       0.400       0.000       0.006
    535.873       0.400       0.000       0.008
    577.312       0.400       0.000       0.010
    617.444       0.400       0.000       0.013
    656.254       0.400       0.000       0.016
    693.727       0.400       0.000       0.020
    729.850       0.400       0.000       0.024
    764.612       0.400       0.000       0.029
    798.003       0.400       0.000       0.034
    830.012       0.400       0.000       0.040
    860.632       0.400       0.000       0.047
    889.855       0.400       0.000       0.054
    918.987       0.400       0.000       0.062
    946.999       0.400       0.000       0.071
    973.747       0.400       0.000       0.080
    999.225       0.400       0.000       0.091
   1023.426       0.400       0.000       0.102
   1046.344       0.400       0.000       0.115
   1067.972       0.400       0.000       0.128
   1088.303       0.400       0.000       0.142
   1107.333       0.400       0.000       0.158
    264.973       0.600       0.000       0.000
    314.561       0.600       0.000       0.001
    362.945       0.600       0.000       0.002
    410.101       0.600       0.000       0.003
    456.006       0.600       0.000       0.004
    500.639       0.600       0.000       0.006
    543.982       0.600       0.000       0.009
    586.016       0.600       0.000       0.011
    626.727       0.600       0.000       0.014
    666.100       0.600       0.000       0.018
    704.121       0.600       0.000       0.022
    740.780       0.600       0.000       0.027
    776.065       0.600       0.000       0.032
    809.967       0.600       0.000       0.038
    842.479       0.600       0.000       0.045
    873.591       0.600       0.000       0.052
    903.299       0.600       0.000       0.060
    932.909       0.600       0.000       0.069
    961.392       0.600       0.000       0.079
    988.608       0.600       0.000       0.090
   1014.550       0.600       0.000       0.102
   1039.213       0.600       0.000       0.114
   1062.592       0.600       0.000       0.128
   1084.681       0.600       0.000       0.143
   1105.475       0.600       0.000       0.159
   1124.969       0.600       0.000       0.176
    269.956       0.773       0.000       0.000
    320.442       0.773       0.000       0.001
    369.696       0.773       0.000       0.002
    417.696       0.773       0.000       0.003
    464.421       0.773       0.000       0.005
    509.850       0.773       0.000       0.007
    553.966       0.773       0.000       0.010
    596.752       0.773       0.000       0.013
    638.194       0.773       0.000       0.017
    678.278       0.773       0.000       0.021
    716.993       0.773       0.000       0.026
    754.327       0.773       0.000       0.032
    790.272       0.773       0.000       0.038
    824.817       0.773       0.000       0.045
    857.957       0.773       0.000       0.053
    889.685       0.773       0.000       0.062
    919.995       0.773       0.000       0.071
    950.196       0.773       0.000       0.082
    979.260       0.773       0.000       0.094
   1007.046       0.773       0.000       0.106
   1033.551       0.773       0.000       0.120
   1058.770       0.773       0.000       0.135
   1082.698       0.773       0.000       0.151
   1105.331       0.773       0.000       0.169
   1126.666       0.773       0.000       0.188
   1146.698       0.773       0.000       0.208
    250.231       0.250   10000.000       0.000
    297.480       0.250   10000.000       0.001
    343.710       0.250   10000.000       0.001
    388.890       0.250   10000.000       0.002
    432.997       0.250   10000.000       0.003
    476.008       0.250   10000.000       0.004
    517.901       0.250   10000.000       0.006
    558.659       0.250   10000.000       0.008
    598.263       0.250   10000.000       0.010
    636.699       0.250   10000.000       0.013
    673.949       0.250   10000.000       0.016
    710.001       0.250   10000.000       0.019
    744.839       0.250   10000.000       0.023
    778.451       0.250   10000.000       0.027
    810.823       0.250   10000.000       0.032
    841.944       0.250   10000.000       0.037
    871.799       0.250   10000.000       0.042
    900.379       0.250   10000.000       0.049
    927.671       0.250   10000.000       0.056
    953.663       0.250   10000.000       0.063
    978.345       0.250   10000.000       0.072
   1001.705       0.250   10000.000       0.080
   1023.734       0.250   10000.000       0.090
   1044.420       0.250   10000.000       0.101
   1063.755       0.250   10000.000       0.112
   1081.728       0.250   10000.000       0.124
    251.871       0.400   10000.000       0.000
    299.385       0.400   10000.000       0.001
    345.866       0.400   10000.000       0.001
    391.288       0.400   10000.000       0.002
    435.627       0.400   10000.000       0.003
    478.862       0.400   10000.000       0.005
    520.975       0.400   10000.000       0.006
    561.947       0.400   10000.000       0.008
    601.763       0.400   10000.000       0.010
    640.407       0.400   10000.000       0.013
    677.866       0.400   10000.000       0.016
    714.125       0.400   10000.000       0.019
    749.172       0.400   10000.000       0.023
    782.994       0.400   10000.000       0.027
    815.579       0.400   10000.000       0.032
    846.915       0.400   10000.000       0.038
    876.991       0.400   10000.000       0.043
    905.795       0.400   10000.000       0.050
    933.318       0.400   10000.000       0.057
    959.547       0.400   10000.000       0.065
    984.473       0.400   10000.000       0.073
   1008.085       0.400   10000.000       0.082
   1030.374       0.400   10000.000       0.092
   1051.329       0.400   10000.000       0.103
   1070.942       0.400   10000.000       0.114
   1089.202       0.400   10000.000       0.127
    255.322       0.600   10000.000       0.000
    303.405       0.600   10000.000       0.001
    350.428       0.600   10000.000       0.001
    396.369       0.600   10000.000       0.002
    441.207       0.600   10000.000       0.003
    484.926       0.600   10000.000       0.005
    527.507       0.600   10000.000       0.006
    568.937       0.600   10000.000       0.008
    609.200       0.600   10000.000       0.011
    648.285       0.600   10000.000       0.014
    686.178       0.600   10000.000       0.017
    722.867       0.600   10000.000       0.020
    758.342       0.600   10000.000       0.024
    792.592       0.600   10000.000       0.029
    825.605       0.600   10000.000       0.034
    857.373       0.600   10000.000       0.040
    887.884       0.600   10000.000       0.046
    917.130       0.600   10000.000       0.053
    945.101       0.600   10000.000       0.060
    971.787       0.600   10000.000       0.068
    997.180       0.600   10000.000       0.077
   1021.271       0.600   10000.000       0.087
   1044.051       0.600   10000.000       0.097
   1065.512       0.600   10000.000       0.108
   1085.645       0.600   10000.000       0.121
   1104.441       0.600   10000.000       0.134
    259.552       0.773   10000.000       0.000
    308.353       0.773   10000.000       0.001
    356.063       0.773   10000.000       0.001
    402.662       0.773   10000.000       0.002
    448.136       0.773   10000.000       0.004
    492.467       0.773   10000.000       0.005
    535.642       0.773   10000.000       0.007
    577.648       0.773   10000.000       0.009
    618.474       0.773   10000.000       0.012
    658.107       0.773   10000.000       0.015
    696.538       0.773   10000.000       0.018
    733.756       0.773   10000.000       0.022
    769.751       0.773   10000.000       0.026
    804.515       0.773   10000.000       0.031
    838.039       0.773   10000.000       0.037
    870.314       0.773   10000.000       0.043
    901.331       0.773   10000.000       0.050
    931.084       0.773   10000.000       0.057
    959.564       0.773   10000.000       0.065
    986.763       0.773   10000.000       0.074
   1012.673       0.773   10000.000       0.084
   1037.289       0.773   10000.000       0.094
   1060.601       0.773   10000.000       0.106
   1082.604       0.773   10000.000       0.118
   1103.290       0.773   10000.000       0.131
   1122.652       0.773   10000.000       0.145
    246.609       0.250   20000.000       0.000
    293.524       0.250   20000.000       0.001
    339.477       0.250   20000.000       0.001
    384.418       0.250   20000.000       0.002
    428.308       0.250   20000.000       0.003
    471.110       0.250   20000.000       0.004
    512.792       0.250   20000.000       0.006
    553.325       0.250   20000.000       0.008
    592.682       0.250   20000.000       0.010
    630.839       0.250   20000.000       0.012
    667.772       0.250   20000.000       0.015
    703.461       0.250   20000.000       0.019
    737.885       0.250   20000.000       0.022
    771.024       0.250   20000.000       0.026
    802.862       0.250   20000.000       0.031
    833.379       0.250   20000.000       0.036
    862.561       0.250   20000.000       0.042
    890.391       0.250   20000.000       0.048
    916.510       0.250   20000.000       0.055
    941.189       0.250   20000.000       0.062
