Var1,Var2
0,0
558.314290980912,79008.5088
550.811664748986,68537.2715211004
544.067657656919,60214.564316525
537.938025676847,53455.3011561448
532.355982212687,47905.4190292424
527.267334244158,43306.1599672676
522.656947242089,39488.2561061804
622.193642084666,36305.9329875047
618.247157472112,33957.6509274571
614.477590446322,31843.8818218899
610.874169711892,29935.3370946333
607.515550056625,28250.2933764129
604.382084848709,26756.1028067939
601.454221438235,25424.9727639194
598.742374444392,24245.8198954095
695.600849514405,23197.5120698221
693.610769787868,22509.5136813203
691.700428415642,21866.5062845254
689.866755939834,21264.9868171307
688.106859319758,20701.7919934217
686.418005296742,20174.0589462866
684.797629790764,19679.1984225748
683.243272380289,19214.8488822938
681.766353377826,18782.8431388436
752.292612150246,18381.9371557188
751.690661732749,18227.9648567574
751.101533734171,18078.4033864486
750.525069153035,17933.1325697396
749.961106277313,17792.035261965
749.41043416607,17654.9978132341
749.41043416607,17521.8217715724
749.41043416607,17393.115275709
749.41043416607,17268.4465643952
749.41043416607,17147.6851110391
749.41043416607,17030.7049766238
749.41043416607,16917.3852362015
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
749.41043416607,15758.7845449658
