0.1,-0.2,,0.07988219,0.040978923,0.023105617,0.017712941,0.010171165,0.00675505,0.000657638
0.12,-0.191666667,,0.082020952,0.043153085,0.024272981,0.01938803,0.011480601,0.008151067,0.000736568
0.14,-0.183333333,,0.084159714,0.045327246,0.025440344,0.021063118,0.012790036,0.009547084,0.000815498
0.16,-0.175,,0.084474556,0.047776975,0.026557862,0.023571301,0.01435336,0.011350364,0.002985629
0.18,-0.166666667,,0.086633033,0.050240327,0.028834855,0.025493253,0.016163563,0.013087005,0.004494279
0.22,-0.158333333,,0.089847889,0.052970328,0.030023406,0.026883232,0.017623341,0.0146174,0.005560477
0.3,-0.15,,0.094565943,0.053885668,0.032769919,0.028914413,0.018927764,0.016396818,0.006927
,-0.141666667,,0.096363367,0.057048836,0.03548514,0.031091223,0.020554916,0.018174856,0.008432873
,-0.133333333,,0.097849431,0.061166753,0.037055522,0.033530343,0.022201658,0.020002126,0.009865378
,-0.125,,0.101157274,0.0636646,0.039848803,0.035268114,0.023834192,0.021818889,0.011134216
,-0.116666667,,0.10551954,0.067318873,0.040837999,0.037729697,0.025489951,0.023586277,0.012165061
,-0.108333333,,0.107898735,0.070901321,0.04380328,0.040121776,0.027517139,0.025777627,0.014086706
,-0.1,,0.112621174,0.075499383,0.047184685,0.042117724,0.029734693,0.028014677,0.015240339
,-0.091666667,,0.116047291,0.077679114,0.0495327,0.044735483,0.031800634,0.029810327,0.016942745
,-0.083333333,,0.119862508,0.083091669,0.053651871,0.047680462,0.034617461,0.032193315,0.018608914
,-0.075,,0.124940382,0.087453041,0.058606054,0.05024058,0.03775323,0.034665971,0.020504931
,-0.066666667,,0.13147171,0.092805951,0.063437706,0.053347817,0.041175657,0.037133183,0.022332666
,-0.058333333,,0.137283822,0.099975264,0.068549754,0.057054048,0.044599179,0.039824749,0.024352081
,-0.05,,0.146275583,0.107774869,0.077687107,0.06081904,0.049116883,0.043084145,0.026418705
,-0.041666667,,0.158111037,0.118741243,0.088076806,0.065891378,0.052892619,0.046656393,0.029419561
,-0.033333333,,0.169846356,0.130812454,0.095857113,0.071804657,0.058387623,0.050794914,0.032611387
,-0.025,,0.186583666,0.144556716,0.108973107,0.079070399,0.064644532,0.055665538,0.036521964
,-0.016666667,,0.21031177,0.164304542,0.123176639,0.088275619,0.072334253,0.061377053,0.041271311
,-0.008333333,,0.23906747,0.188250261,0.139212994,0.101023747,0.081301147,0.067959199,0.046304565
,0,,0.276371346,0.213593259,0.159096295,0.119746129,0.092777502,0.076709761,0.051841629
,0.008333333,,0.32600293,0.254717004,0.18578411,0.145559138,0.112809185,0.088715048,0.058996308
,0.016666667,,0.397763004,0.302815771,0.221604567,0.179253138,0.13957572,0.107187894,0.067856625
,0.025,,0.52398356,0.381809014,0.268492917,0.2236525,0.175965009,0.129892066,0.078268205
,0.033333333,,0.740009428,0.50698987,0.331815723,0.275839777,0.224416055,0.156851665,0.090622355
,0.041666667,,1.170454878,0.699227021,0.455225772,0.336707295,0.281694417,0.18874582,0.105190755
,0.05,,1.882524172,-0.075406938,0.689902203,0.403607682,0.352094251,0.226105938,0.123267468
